40.000000
R    21 -180.000 -140.000    0.001
R    22 -180.000 -140.000    0.001
R    23 -180.000 -140.000    0.001
R    24 -180.000 -140.000    0.001
R    25 -180.000 -140.000    0.001
R    26 -180.000 -140.000    0.001
R    27 -180.000 -140.000    0.001
R    28 -180.000 -140.000    0.001
R    29 -180.000 -140.000    0.001
R    30 -180.000 -140.000    0.001
R    31 -180.000 -140.000    0.001
R    32 -180.000 -140.000    0.001
R    33 -180.000 -140.000    0.001
R    34 -180.000 -140.000    0.001
R    39 -180.000 -140.000    0.001
R    40 -180.000 -140.000    0.001
R    41 -180.000 -140.000    0.001
R    42 -180.000 -140.000    0.002
R    43 -180.000 -140.000    0.005
R    44 -180.000 -140.000    0.005
R    45 -180.000 -140.000    0.005
R    46 -180.000 -140.000    0.005
R    47 -180.000 -140.000    0.005
R    48 -180.000 -140.000    0.006
R    49 -180.000 -140.000    0.006
R    50 -180.000 -140.000    0.007
R    51 -180.000 -140.000    0.008
R    52 -180.000 -140.000    0.008
R    53 -180.000 -140.000    0.009
R    54 -180.000 -140.000    0.009
R    55 -180.000 -140.000    0.009
R    56 -180.000 -140.000    0.009
R    57 -180.000 -140.000    0.009
R    58 -180.000 -140.000    0.010
R    59 -180.000 -140.000    0.010
R    60 -180.000 -140.000    0.011
R    61 -180.000 -140.000    0.011
R    62 -180.000 -140.000    0.011
R    63 -180.000 -140.000    0.011
R    64 -180.000 -140.000    0.011
R    65 -180.000 -140.000    0.011
R    66 -180.000 -140.000    0.012
R    67 -180.000 -140.000    0.012
R    68 -180.000 -140.000    0.012
R    69 -180.000 -140.000    0.012
R    70 -180.000 -140.000    0.012
R    71 -180.000 -140.000    0.012
R    72 -180.000 -140.000    0.012
R    73 -180.000 -140.000    0.012
R    74 -180.000 -140.000    0.012
R    75 -180.000 -140.000    0.012
R    76 -180.000 -140.000    0.012
R    77 -180.000 -140.000    0.012
R    78 -180.000 -140.000    0.012
R    79 -180.000 -140.000    0.012
R    80 -180.000 -140.000    0.012
R    81 -180.000 -140.000    0.012
R    82 -180.000 -140.000    0.012
R    83 -180.000 -140.000    0.012
R    84 -180.000 -140.000    0.012
R    85 -180.000 -140.000    0.011
R    86 -180.000 -140.000    0.011
R    87 -180.000 -140.000    0.011
R    88 -180.000 -140.000    0.011
R    89 -180.000 -140.000    0.008
R    90 -180.000 -140.000    0.008
R    91 -180.000 -140.000    0.006
R    92 -180.000 -140.000    0.006
R    93 -180.000 -140.000    0.005
R    94 -180.000 -140.000    0.015
R    95 -180.000 -140.000    0.020
R    96 -180.000 -140.000    0.022
R    97 -180.000 -140.000    0.022
R    98 -180.000 -140.000    0.022
R    99 -180.000 -140.000    0.022
R   100 -180.000 -140.000    0.022
R   101 -180.000 -140.000    0.022
R   102 -180.000 -140.000    0.022
R   103 -180.000 -140.000    0.022
R   104 -180.000 -140.000    0.022
R   105 -180.000 -140.000    0.022
R   106 -180.000 -140.000    0.022
R   107 -180.000 -140.000    0.022
R   108 -180.000 -140.000    0.022
R   109 -180.000 -140.000    0.022
R   110 -180.000 -140.000    0.022
R   111 -180.000 -140.000    0.022
R   112 -180.000 -140.000    0.021
R   113 -180.000 -140.000    0.020
R   114 -180.000 -140.000    0.019
R   115 -180.000 -140.000    0.010
R   116 -180.000 -140.000    0.009
R   117 -180.000 -140.000    0.003
R     0 -180.000 -100.000    0.006
R     1 -180.000 -100.000    0.006
R     2 -180.000 -100.000    0.006
R     3 -180.000 -100.000    0.006
R     4 -180.000 -100.000    0.006
R     5 -180.000 -100.000    0.006
R     6 -180.000 -100.000    0.006
R     7 -180.000 -100.000    0.006
R     8 -180.000 -100.000    0.006
R     9 -180.000 -100.000    0.006
R    10 -180.000 -100.000    0.006
R    11 -180.000 -100.000    0.006
R    12 -180.000 -100.000    0.006
R    13 -180.000 -100.000    0.006
R    14 -180.000 -100.000    0.006
R    15 -180.000 -100.000    0.006
R    16 -180.000 -100.000    0.006
R    17 -180.000 -100.000    0.006
R    18 -180.000 -100.000    0.006
R    19 -180.000 -100.000    0.006
R    20 -180.000 -100.000    0.006
R    21 -180.000 -100.000    0.006
R    22 -180.000 -100.000    0.006
R    23 -180.000 -100.000    0.006
R    24 -180.000 -100.000    0.006
R    25 -180.000 -100.000    0.006
R    26 -180.000 -100.000    0.006
R    27 -180.000 -100.000    0.006
R    28 -180.000 -100.000    0.006
R    29 -180.000 -100.000    0.006
R    30 -180.000 -100.000    0.006
R    31 -180.000 -100.000    0.006
R    32 -180.000 -100.000    0.006
R    33 -180.000 -100.000    0.006
R    34 -180.000 -100.000    0.006
R    39 -180.000 -100.000    0.006
R    40 -180.000 -100.000    0.006
R    41 -180.000 -100.000    0.006
R    42 -180.000 -100.000    0.006
R    43 -180.000 -100.000    0.006
R    44 -180.000 -100.000    0.006
R    45 -180.000 -100.000    0.006
R    46 -180.000 -100.000    0.012
R    47 -180.000 -100.000    0.012
R    48 -180.000 -100.000    0.012
R    49 -180.000 -100.000    0.012
R    50 -180.000 -100.000    0.012
R    51 -180.000 -100.000    0.012
R    52 -180.000 -100.000    0.018
R    53 -180.000 -100.000    0.018
R    54 -180.000 -100.000    0.018
R    55 -180.000 -100.000    0.018
R    56 -180.000 -100.000    0.018
R    57 -180.000 -100.000    0.018
R    58 -180.000 -100.000    0.018
R    59 -180.000 -100.000    0.018
R    60 -180.000 -100.000    0.018
R    61 -180.000 -100.000    0.018
R    62 -180.000 -100.000    0.018
R    63 -180.000 -100.000    0.018
R    64 -180.000 -100.000    0.018
R    65 -180.000 -100.000    0.018
R    66 -180.000 -100.000    0.018
R    67 -180.000 -100.000    0.018
R    68 -180.000 -100.000    0.018
R    69 -180.000 -100.000    0.018
R    70 -180.000 -100.000    0.018
R    71 -180.000 -100.000    0.018
R    72 -180.000 -100.000    0.018
R    73 -180.000 -100.000    0.018
R    74 -180.000 -100.000    0.018
R    75 -180.000 -100.000    0.018
R    76 -180.000 -100.000    0.018
R    77 -180.000 -100.000    0.018
R    78 -180.000 -100.000    0.018
R    79 -180.000 -100.000    0.018
R    80 -180.000 -100.000    0.018
R    81 -180.000 -100.000    0.018
R    82 -180.000 -100.000    0.018
R    83 -180.000 -100.000    0.018
R    84 -180.000 -100.000    0.018
R    85 -180.000 -100.000    0.012
R    86 -180.000 -100.000    0.012
R    87 -180.000 -100.000    0.012
R    88 -180.000 -100.000    0.012
R    89 -180.000 -100.000    0.012
R    90 -180.000 -100.000    0.012
R    91 -180.000 -100.000    0.006
R    92 -180.000 -100.000    0.006
R    39 -180.000  -60.000    0.002
R    40 -180.000  -60.000    0.002
R    41 -180.000  -60.000    0.002
R    42 -180.000  -60.000    0.002
R    43 -180.000  -60.000    0.007
R    44 -180.000  -60.000    0.007
R    45 -180.000  -60.000    0.007
R    46 -180.000  -60.000    0.012
R    47 -180.000  -60.000    0.012
R    48 -180.000  -60.000    0.014
R    49 -180.000  -60.000    0.014
R    50 -180.000  -60.000    0.014
R    51 -180.000  -60.000    0.016
R    52 -180.000  -60.000    0.018
R    53 -180.000  -60.000    0.019
R    54 -180.000  -60.000    0.019
R    55 -180.000  -60.000    0.019
R    56 -180.000  -60.000    0.019
R    57 -180.000  -60.000    0.020
R    58 -180.000  -60.000    0.022
R    59 -180.000  -60.000    0.022
R    60 -180.000  -60.000    0.022
R    61 -180.000  -60.000    0.022
R    62 -180.000  -60.000    0.022
R    63 -180.000  -60.000    0.022
R    64 -180.000  -60.000    0.022
R    65 -180.000  -60.000    0.022
R    66 -180.000  -60.000    0.023
R    67 -180.000  -60.000    0.023
R    68 -180.000  -60.000    0.023
R    69 -180.000  -60.000    0.023
R    70 -180.000  -60.000    0.023
R    71 -180.000  -60.000    0.023
R    72 -180.000  -60.000    0.023
R    73 -180.000  -60.000    0.023
R    74 -180.000  -60.000    0.023
R    75 -180.000  -60.000    0.023
R    76 -180.000  -60.000    0.023
R    77 -180.000  -60.000    0.023
R    78 -180.000  -60.000    0.023
R    79 -180.000  -60.000    0.023
R    80 -180.000  -60.000    0.023
R    81 -180.000  -60.000    0.023
R    82 -180.000  -60.000    0.023
R    83 -180.000  -60.000    0.023
R    84 -180.000  -60.000    0.023
R    85 -180.000  -60.000    0.020
R    86 -180.000  -60.000    0.020
R    87 -180.000  -60.000    0.020
R    88 -180.000  -60.000    0.020
R    89 -180.000  -60.000    0.019
R    90 -180.000  -60.000    0.018
R    91 -180.000  -60.000    0.011
R    92 -180.000  -60.000    0.008
R    94 -180.000  -60.000    0.001
R    95 -180.000  -60.000    0.001
R    96 -180.000  -60.000    0.001
R    97 -180.000  -60.000    0.001
R    98 -180.000  -60.000    0.001
R    99 -180.000  -60.000    0.001
R   100 -180.000  -60.000    0.001
R   101 -180.000  -60.000    0.001
R   102 -180.000  -60.000    0.001
R   103 -180.000  -60.000    0.001
R   104 -180.000  -60.000    0.001
R   105 -180.000  -60.000    0.001
R   106 -180.000  -60.000    0.001
R   107 -180.000  -60.000    0.001
R   108 -180.000  -60.000    0.001
R   109 -180.000  -60.000    0.001
R   110 -180.000  -60.000    0.001
R   111 -180.000  -60.000    0.001
R   112 -180.000  -60.000    0.001
R   113 -180.000  -60.000    0.001
R   114 -180.000  -60.000    0.001
R   115 -180.000  -60.000    0.001
R   116 -180.000  -60.000    0.001
R    24 -180.000  -20.000    0.001
R    25 -180.000  -20.000    0.001
R    26 -180.000  -20.000    0.001
R    27 -180.000  -20.000    0.001
R    28 -180.000  -20.000    0.001
R    29 -180.000  -20.000    0.001
R    30 -180.000  -20.000    0.001
R    31 -180.000  -20.000    0.001
R    32 -180.000  -20.000    0.001
R    33 -180.000  -20.000    0.001
R    34 -180.000  -20.000    0.001
R    35 -180.000  -20.000    0.001
R    38 -180.000  -20.000    0.001
R    39 -180.000  -20.000    0.001
R    40 -180.000  -20.000    0.001
R    41 -180.000  -20.000    0.001
R    42 -180.000  -20.000    0.003
R    43 -180.000  -20.000    0.007
R    44 -180.000  -20.000    0.007
R    45 -180.000  -20.000    0.007
R    46 -180.000  -20.000    0.012
R    47 -180.000  -20.000    0.012
R    48 -180.000  -20.000    0.014
R    49 -180.000  -20.000    0.014
R    50 -180.000  -20.000    0.014
R    51 -180.000  -20.000    0.015
R    52 -180.000  -20.000    0.015
R    53 -180.000  -20.000    0.017
R    54 -180.000  -20.000    0.017
R    55 -180.000  -20.000    0.017
R    56 -180.000  -20.000    0.017
R    57 -180.000  -20.000    0.018
R    58 -180.000  -20.000    0.020
R    59 -180.000  -20.000    0.020
R    60 -180.000  -20.000    0.020
R    61 -180.000  -20.000    0.020
R    62 -180.000  -20.000    0.020
R    63 -180.000  -20.000    0.020
R    64 -180.000  -20.000    0.020
R    65 -180.000  -20.000    0.020
R    66 -180.000  -20.000    0.020
R    67 -180.000  -20.000    0.020
R    68 -180.000  -20.000    0.020
R    69 -180.000  -20.000    0.020
R    70 -180.000  -20.000    0.020
R    71 -180.000  -20.000    0.020
R    72 -180.000  -20.000    0.020
R    73 -180.000  -20.000    0.020
R    74 -180.000  -20.000    0.020
R    75 -180.000  -20.000    0.020
R    76 -180.000  -20.000    0.020
R    77 -180.000  -20.000    0.020
R    78 -180.000  -20.000    0.020
R    79 -180.000  -20.000    0.020
R    80 -180.000  -20.000    0.020
R    81 -180.000  -20.000    0.020
R    82 -180.000  -20.000    0.020
R    83 -180.000  -20.000    0.020
R    84 -180.000  -20.000    0.020
R    85 -180.000  -20.000    0.020
R    86 -180.000  -20.000    0.020
R    87 -180.000  -20.000    0.020
R    88 -180.000  -20.000    0.020
R    89 -180.000  -20.000    0.017
R    90 -180.000  -20.000    0.016
R    91 -180.000  -20.000    0.009
R    92 -180.000  -20.000    0.007
R    93 -180.000  -20.000    0.001
R    94 -180.000  -20.000    0.004
R    95 -180.000  -20.000    0.004
R    96 -180.000  -20.000    0.005
R    97 -180.000  -20.000    0.005
R    98 -180.000  -20.000    0.005
R    99 -180.000  -20.000    0.005
R   100 -180.000  -20.000    0.005
R   101 -180.000  -20.000    0.005
R   102 -180.000  -20.000    0.005
R   103 -180.000  -20.000    0.005
R   104 -180.000  -20.000    0.005
R   105 -180.000  -20.000    0.005
R   106 -180.000  -20.000    0.005
R   107 -180.000  -20.000    0.005
R   108 -180.000  -20.000    0.005
R   109 -180.000  -20.000    0.006
R   110 -180.000  -20.000    0.005
R   111 -180.000  -20.000    0.005
R   112 -180.000  -20.000    0.005
R   113 -180.000  -20.000    0.005
R   114 -180.000  -20.000    0.005
R   115 -180.000  -20.000    0.003
R   116 -180.000  -20.000    0.003
R   117 -180.000  -20.000    0.002
R    24 -180.000   20.000    0.001
R    25 -180.000   20.000    0.001
R    26 -180.000   20.000    0.001
R    27 -180.000   20.000    0.001
R    28 -180.000   20.000    0.001
R    29 -180.000   20.000    0.001
R    30 -180.000   20.000    0.001
R    31 -180.000   20.000    0.001
R    32 -180.000   20.000    0.001
R    33 -180.000   20.000    0.001
R    34 -180.000   20.000    0.001
R    35 -180.000   20.000    0.001
R    38 -180.000   20.000    0.001
R    39 -180.000   20.000    0.001
R    40 -180.000   20.000    0.001
R    41 -180.000   20.000    0.002
R    42 -180.000   20.000    0.005
R    43 -180.000   20.000    0.008
R    44 -180.000   20.000    0.008
R    45 -180.000   20.000    0.008
R    46 -180.000   20.000    0.012
R    47 -180.000   20.000    0.012
R    48 -180.000   20.000    0.013
R    49 -180.000   20.000    0.013
R    50 -180.000   20.000    0.013
R    51 -180.000   20.000    0.013
R    52 -180.000   20.000    0.014
R    53 -180.000   20.000    0.017
R    54 -180.000   20.000    0.017
R    55 -180.000   20.000    0.017
R    56 -180.000   20.000    0.017
R    57 -180.000   20.000    0.018
R    58 -180.000   20.000    0.019
R    59 -180.000   20.000    0.019
R    60 -180.000   20.000    0.019
R    61 -180.000   20.000    0.019
R    62 -180.000   20.000    0.019
R    63 -180.000   20.000    0.019
R    64 -180.000   20.000    0.019
R    65 -180.000   20.000    0.019
R    66 -180.000   20.000    0.019
R    67 -180.000   20.000    0.019
R    68 -180.000   20.000    0.019
R    69 -180.000   20.000    0.019
R    70 -180.000   20.000    0.019
R    71 -180.000   20.000    0.019
R    72 -180.000   20.000    0.019
R    73 -180.000   20.000    0.020
R    74 -180.000   20.000    0.020
R    75 -180.000   20.000    0.020
R    76 -180.000   20.000    0.020
R    77 -180.000   20.000    0.020
R    78 -180.000   20.000    0.020
R    79 -180.000   20.000    0.020
R    80 -180.000   20.000    0.020
R    81 -180.000   20.000    0.020
R    82 -180.000   20.000    0.020
