0.23168,0.11592,0.96586
-0.02425,-0.17852,0.98364
0.92944,-0.34260,-0.13696
-0.92237,0.37790,-0.08010
0.99827,-0.01817,0.05596
0.15077,0.89937,0.41037
-0.43508,-0.33672,-0.83506
-0.50021,0.24074,0.83177
-0.89011,-0.39070,-0.23466
0.72367,-0.60963,-0.32351
-0.11794,-0.51489,-0.84911
-0.03894,0.21500,-0.97584
-0.43171,0.64025,-0.63538
0.18187,0.98188,0.05329
-0.78447,-0.46142,0.41437
-0.15806,0.95791,0.23964
-0.66068,0.31285,-0.68237
0.47328,0.36050,0.80377
0.31854,-0.75381,0.57472
-0.79872,0.24925,0.54765
0.12336,-0.53410,0.83638
0.24669,0.41684,-0.87486
-0.67160,-0.04380,-0.73962
-0.26238,-0.90982,0.32153
-0.10187,-0.79094,-0.60335
0.24387,-0.36789,-0.89732
-0.58655,-0.39209,0.70868
-0.59157,-0.74107,0.31759
-0.70515,-0.41067,-0.57803
0.77366,-0.63044,0.06325
-0.58663,0.74828,0.30973
0.49713,0.76014,-0.41839
0.68120,-0.59364,0.42845
0.39316,-0.81155,-0.43222
0.36769,0.67036,0.64453
-0.96782,0.13863,0.21001
-0.65743,-0.68569,-0.31245
0.55603,-0.20024,-0.80668
-0.68416,-0.05311,0.72739
-0.79250,-0.60856,0.04005
0.47658,-0.84086,0.25658
-0.35958,0.35950,-0.86108
0.90776,0.32587,0.26416
0.76373,0.63288,0.12718
-0.13184,0.97806,-0.16128
0.95253,0.00362,-0.30444
0.19116,0.92752,-0.32118
-0.07230,-0.17704,-0.98155
0.07023,-0.94018,-0.33337
0.10210,-0.93993,0.32574
0.11487,0.45101,0.88510
-0.30534,0.79382,0.52595
-0.88010,-0.10916,-0.46207
0.81118,-0.30353,-0.49986
-0.50213,-0.86473,-0.01072
0.58122,-0.01246,0.81365
-0.37742,-0.11976,0.91827
-0.05577,-0.77585,0.62845
0.53295,0.19153,-0.82418
0.55601,0.50756,-0.65821
-0.45365,0.82966,-0.32538
0.00468,0.73044,0.68296
0.77860,0.03404,-0.62660
-0.12464,0.84362,-0.52228
-0.14738,0.18467,0.97169
-0.26358,0.51672,0.81457
-0.88026,0.23933,-0.40972
0.21739,0.72469,-0.65388
0.53305,-0.83903,-0.10902
-0.88654,-0.12013,0.44679
-0.71940,0.56986,-0.39716
0.75661,0.61127,-0.23214
-0.99217,-0.00677,-0.12470
0.91295,-0.01501,0.40780
0.32673,-0.23533,0.91535
-0.23377,-0.46565,0.85353
0.94136,0.32276,-0.09830
-0.58342,0.53607,0.61013
0.75106,-0.25658,0.60834
0.21309,-0.67285,-0.70842
-0.37287,0.01373,-0.92778
0.75727,0.22557,0.61290
0.48468,0.82144,0.30055
0.25986,0.00434,-0.96564
0.22277,-0.97480,-0.01168
-0.83064,0.48639,0.27104
-0.32825,-0.88515,-0.32978
-0.72633,0.68538,-0.05201
-0.08391,0.58739,-0.80494
0.49585,-0.47863,0.72460
-0.95427,-0.27395,0.11963
-0.43587,0.89953,0.02942
0.50507,0.86081,-0.06249
0.54630,-0.52857,-0.64975
-0.14475,-0.98937,-0.01367
0.90518,-0.34550,0.24755
0.67613,0.55295,0.48692
-0.40303,-0.68267,0.60953
-0.43488,-0.65023,-0.62297
0.81501,0.34595,-0.46484
