0.53221,0.10401,-0.84020
0.25014,-0.72183,0.64528
-0.63351,-0.75314,-0.17736
-0.21892,0.85039,0.47844
-0.41315,-0.78029,0.46952
0.73424,-0.66180,0.15137
0.93647,0.05419,0.34654
-0.33311,-0.24286,0.91107
0.10332,-0.99168,-0.07683
-0.92654,0.37298,-0.04907
0.80149,0.54314,-0.25022
-0.91684,-0.26195,0.30132
-0.53776,0.43803,-0.72038
-0.21356,-0.66468,-0.71595
-0.12414,-0.05182,-0.99091
0.27398,0.96027,-0.05301
-0.44332,0.87805,-0.18028
0.02417,0.36877,0.92921
0.56837,0.63710,0.52064
0.93093,-0.16816,-0.32418
-0.82546,-0.18218,-0.53426
0.47260,-0.62956,-0.61669
0.50426,-0.12926,0.85382
0.14934,0.68874,-0.70946
-0.69472,0.34441,0.63147
