0.47286,0.72413,0.50204
0.66578,0.70682,0.23903
0.52573,0.85065,0.00000
0.00000,0.52573,-0.85065
-0.52573,0.85065,0.00000
0.00000,0.52573,0.85065
0.85065,0.00000,0.52573
-0.85065,0.00000,0.52573
0.00000,-0.52573,0.85065
-0.85065,0.00000,-0.52573
-0.52573,-0.85065,0.00000
0.85065,0.00000,-0.52573
0.52573,-0.85065,0.00000
0.00000,-0.52573,-0.85065
0.39350,0.18869,-0.89975
0.07891,0.24658,-0.96591
-0.47286,0.72413,-0.50204
-0.66578,0.70682,-0.23903
-0.39350,0.18869,0.89975
-0.07891,0.24658,0.96591
0.86636,0.48093,0.13465
0.74469,0.65805,-0.11136
-0.05404,0.98297,-0.17562
-0.35793,0.89708,-0.25908
-0.41882,0.69073,0.58947
-0.30785,0.48561,0.81818
0.58947,-0.41882,0.69073
0.81818,-0.30785,0.48561
-0.98297,-0.17562,0.05404
-0.89708,-0.25908,0.35793
0.69073,0.58947,-0.41882
0.48561,0.81818,-0.30785
0.13465,0.86636,0.48093
-0.11136,0.74469,0.65805
-0.50204,-0.47286,0.72413
-0.23903,-0.66578,0.70682
0.89975,-0.39350,0.18869
0.96591,-0.07891,0.24658
0.50204,0.47286,0.72413
0.23903,0.66578,0.70682
-0.17562,-0.05404,0.98297
-0.25908,-0.35793,0.89708
0.17562,0.05404,0.98297
0.25908,0.35793,0.89708
-0.18869,0.89975,0.39350
-0.24658,0.96591,0.07891
-0.48093,0.13465,-0.86636
-0.65805,-0.11136,-0.74469
-0.72413,-0.50204,0.47286
-0.70682,-0.23903,0.66578
-0.69073,0.58947,0.41882
-0.48561,0.81818,0.30785
-0.72413,0.50204,-0.47286
-0.70682,0.23903,-0.66578
-0.18869,-0.89975,-0.39350
-0.24658,-0.96591,-0.07891
0.48093,0.13465,0.86636
0.65805,-0.11136,0.74469
0.72413,-0.50204,-0.47286
0.70682,-0.23903,-0.66578
0.18869,0.89975,-0.39350
0.24658,0.96591,-0.07891
0.72413,0.50204,0.47286
0.70682,0.23903,0.66578
0.98297,-0.17562,-0.05404
0.89708,-0.25908,-0.35793
-0.17562,0.05404,-0.98297
-0.25908,0.35793,-0.89708
0.18869,-0.89975,0.39350
0.24658,-0.96591,0.07891
-0.89975,0.39350,0.18869
-0.96591,0.07891,0.24658
-0.13465,-0.86636,0.48093
0.11136,-0.74469,0.65805
-0.58947,0.41882,0.69073
-0.81818,0.30785,0.48561
-0.69073,-0.58947,-0.41882
-0.48561,-0.81818,-0.30785
0.41882,-0.69073,0.58947
0.30785,-0.48561,0.81818
-0.48093,-0.13465,0.86636
-0.65805,0.11136,0.74469
0.05404,-0.98297,-0.17562
0.35793,-0.89708,-0.25908
0.98297,0.17562,0.05404
0.89708,0.25908,0.35793
0.39350,-0.18869,0.89975
0.07891,-0.24658,0.96591
0.48093,-0.13465,-0.86636
0.65805,0.11136,-0.74469
-0.86636,-0.48093,0.13465
-0.74469,-0.65805,-0.11136
0.69073,-0.58947,0.41882
0.48561,-0.81818,0.30785
-0.41882,-0.69073,-0.58947
-0.30785,-0.48561,-0.81818
0.41882,0.69073,-0.58947
0.30785,0.48561,-0.81818
-0.58947,-0.41882,-0.69073
-0.81818,-0.30785,-0.48561
-0.86636,0.48093,-0.13465
-0.74469,0.65805,0.11136
-0.13465,0.86636,-0.48093
0.11136,0.74469,-0.65805
0.50204,-0.47286,-0.72413
0.23903,-0.66578,-0.70682
-0.89975,-0.39350,-0.18869
-0.96591,-0.07891,-0.24658
-0.50204,0.47286,-0.72413
-0.23903,0.66578,-0.70682
0.89975,0.39350,-0.18869
0.96591,0.07891,-0.24658
0.13465,-0.86636,-0.48093
-0.11136,-0.74469,-0.65805
0.58947,0.41882,-0.69073
0.81818,0.30785,-0.48561
-0.98297,0.17562,-0.05404
-0.89708,0.25908,-0.35793
0.17562,-0.05404,-0.98297
0.25908,-0.35793,-0.89708
0.47286,-0.72413,-0.50204
0.66578,-0.70682,-0.23903
-0.47286,-0.72413,0.50204
-0.66578,-0.70682,0.23903
-0.05404,-0.98297,0.17562
-0.35793,-0.89708,0.25908
0.05404,0.98297,0.17562
0.35793,0.89708,0.25908
-0.39350,-0.18869,-0.89975
-0.07891,-0.24658,-0.96591
0.86636,-0.48093,-0.13465
0.74469,-0.65805,0.11136
